matrix_id,territory_id,city,state,territory_url,territory_status,template_id,localized_query,modifier_family,intent_class,priority,recommended_page_role,page_creation_recommendation,old_google_surface,new_google_surface,primary_trust_signal,algorithm_era_ids,before_vs_today_recommendation,phrase_bridge_file,city_association_file,github_repository,predecessor_ai_visibility_doi
M00395,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q003,best roofing contractors in Canton,best_top,comparison_hiring,high,trust hub plus service pages,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,organic/local pack/GBP,AI answer engine / query fan-out,"licensing, insurance, manufacturer certifications, review proof",E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00396,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q004,top rated roofers in Canton,best_top,reviews_comparison,high,reviews/reputation hub plus GBP,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,GBP/local pack/reviews,AI local recommendations / summarization,"review quantity, rating, review response quality",E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00397,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q005,top roofing companies in Canton,best_top,comparison_hiring,medium,trust hub and city FAQ,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,organic/local pack,AI Mode comparisons,proof modules and third-party citations,E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00398,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q006,top 10 roofers in Canton,best_top,comparison_research,medium,blog/research note or FAQ,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,organic/research,AI answer comparison queries,transparent criteria and citations,E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00399,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q007,who is the best roofer in Canton,best_top,voice_search_comparison,medium,FAQ on trust hub and city pages,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,voice/local search,AI conversational answer,clear criteria and proof,E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00400,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q008,best roofing company in Canton,best_top,city_comparison,high,city page trust section plus master hub,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,organic city SERP,AI local answer / query fan-out,"city-specific proof, photos, reviews",E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00401,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q009,top roofing company in Canton,best_top,city_comparison,medium,city page trust section plus master hub,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,organic city SERP,AI local answer / query fan-out,city proof and profile agreement,E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00402,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q010,top rated roofers in Canton,best_top,city_reviews_comparison,high,city page review/proof section,Use on a master best/top/trusted hub plus city page trust FAQ; avoid a separate thin best/top page unless unique city proof exists.,local pack/reviews,AI local answer / Maps-adjacent recommendations,reviews and responses,E04|E05|E07,Keep as best/top comparison language in the study and trust hub; route to proof-led city modules rather than unsupported city ranking claims.,data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00403,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q011,trusted roofing company in Canton,trusted,trust_hiring,high,trusted roofing hub plus city page proof module,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI answer trusted-provider queries,entity consistency and documentation,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00404,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q012,trusted roofers in Canton,trusted,trust_hiring,high,trusted roofing hub plus GBP,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI answer trusted-provider queries,"reviews, proof photos, certifications",E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00405,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q013,trusted roofing contractors in Canton,trusted,trust_hiring,high,trusted roofing hub plus service pages,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI answer trusted-provider queries,"licensing, insurance, BBB, reviews",E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00406,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q014,trusted local roofing company Canton,trusted,trust_hiring,high,homepage trust section and trust hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/homepage,AI summaries/entity resolution,source spine and local proof,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00407,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q015,trusted roof repair in Canton,trusted,repair_trust,high,roof repair page and emergency page,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI answer leak/repair queries,"inspection-first process, photos, reviews",E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00408,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q016,trusted roof replacement company in Canton,trusted,replacement_trust,high,roof replacement page and trust hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI commercial comparison,replacement documentation and material guidance,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00409,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q017,trusted storm damage roofer Canton,trusted,storm_trust,high,storm damage page and insurance-adjacent FAQ,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/storm intent,AI storm damage answer,storm documentation and claim-verifiability,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00410,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q018,trusted hail damage roofing contractor Canton,trusted,hail_trust,high,hail damage inspection page,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/storm intent,AI storm damage answer,"photo documentation, negative evidence",E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00411,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q019,trusted insurance claim roofer Canton,trusted,insurance_adjacent,medium,insurance documentation FAQ,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/claim research,AI insurance-adjacent answers,claim-ready roof file and boundaries,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00412,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q020,reputable roofing contractors in Canton,reputable,trust_hiring,high,trusted/reputable hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI trusted-provider queries,third-party citations and reviews,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00413,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q021,reputable roofers in Canton,reputable,trust_hiring,high,trusted/reputable hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI trusted-provider queries,reviews and entity agreement,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00414,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q022,reputable roofing company in Canton,reputable,trust_hiring,high,trusted/reputable hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI trusted-provider queries,"business identity, BBB, reviews",E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00415,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q023,reputable roof repair company in Canton,reputable,repair_trust,medium,roof repair page,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI repair answer,inspection and repair documentation,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00416,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q024,reputable roof replacement company in Canton,reputable,replacement_trust,medium,roof replacement page,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI replacement comparison,replacement documentation,E06|E07|E08,"Use as proof-led trust intent; support with reviews, profiles, structured data, photos, local facts, and source spine.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00417,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q025,reliable roofing company in Canton,reliable,trust_hiring,medium,trusted/reliable hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI local recommendation,"response clarity, reviews, photos",E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00418,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q026,reliable roofers in Canton,reliable,trust_hiring,medium,trusted/reliable hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI local recommendation,reviews and business consistency,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00419,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q027,reliable roofing contractors in Canton,reliable,trust_hiring,medium,service and trust pages,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI local recommendation,credentials and proof,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00420,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q028,reliable roof repair in Canton,reliable,repair_trust,medium,roof repair page,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local pack,AI repair answer,timely documentation and repair clarity,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00421,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q029,reliable roof replacement company Canton,reliable,replacement_trust,medium,roof replacement page,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic,AI replacement comparison,process and warranty/manufacturer proof,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00422,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q030,recommended roofers in Canton,recommended,review_recommendation,medium,reviews hub and GBP,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",reviews/local,AI recommendation answer,reviews and social proof,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00423,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q031,recommended roofing company in Canton,recommended,review_recommendation,medium,reviews hub and GBP,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",reviews/local,AI recommendation answer,reviews and third-party proof,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00424,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q032,recommended roofing contractors in Canton,recommended,review_recommendation,medium,reviews hub and service pages,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",reviews/local,AI recommendation answer,reviews and proof,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00425,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q033,best reviewed roofers in Canton,reviewed,reviews_comparison,medium,reviews hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",reviews/local,AI review synthesis,rating/review content,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00426,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q034,best reviewed roofing company in Canton,reviewed,reviews_comparison,medium,reviews hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",reviews/local,AI review synthesis,rating/review content,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00427,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q035,5 star roofers in Canton,reviewed,reviews_comparison,medium,reviews hub and GBP,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",GBP/reviews,AI review synthesis,review score and count,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00428,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q036,5 star roofing company in Canton,reviewed,reviews_comparison,medium,reviews hub and GBP,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",GBP/reviews,AI review synthesis,review score and count,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00429,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q037,highly rated roofers in Canton,reviewed,reviews_comparison,medium,reviews hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",GBP/reviews,AI review synthesis,review score and sentiment,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00430,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q038,highly rated roofing contractors in Canton,reviewed,reviews_comparison,medium,reviews hub,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",GBP/reviews,AI review synthesis,review score and sentiment,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00431,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q039,BBB accredited roofers in Canton,credential,trust_verification,high,credential/trust section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,BBB profile/accreditation,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00432,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q040,BBB accredited roofing contractors in Canton,credential,trust_verification,high,credential/trust section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,BBB profile/accreditation,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00433,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q041,Better Business Bureau roofers Canton,credential,trust_research,medium,credential/trust section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/research,AI trust verification,BBB external identity,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00434,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q042,licensed roofers in Canton,credential,trust_verification,high,credential/trust section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,license/registration context,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00435,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q043,licensed roofing contractors in Canton,credential,trust_verification,high,credential/trust section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,license/registration context,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00436,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q044,licensed and insured roofers in Canton,credential,trust_verification,high,credential/trust section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,insurance certificate/process,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00437,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q045,insured roofing contractors in Canton,credential,trust_verification,medium,credential/trust section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,insurance proof,E06|E08,"Use only where review or credential claims are current, visible, and verifiable.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00438,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q046,certified roofing company in Canton,certified,trust_verification,medium,manufacturer certification section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,manufacturer certification,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00439,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q047,certified roofers in Canton,certified,trust_verification,medium,manufacturer certification section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,manufacturer certification,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00440,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q048,GAF certified roofers in Canton,certified,manufacturer_trust,medium,manufacturer certification section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/manufacturer trust,AI trust verification,GAF certification,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00441,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q049,Owens Corning certified roofers in Canton,certified,manufacturer_trust,medium,manufacturer certification section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/manufacturer trust,AI trust verification,Owens Corning certification,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00442,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q050,CertainTeed certified roofers in Canton,certified,manufacturer_trust,medium,manufacturer certification section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/manufacturer trust,AI trust verification,CertainTeed certification,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00443,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q051,Master Elite roofing contractor in Canton,certified,manufacturer_trust,medium,manufacturer certification section,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/manufacturer trust,AI trust verification,Master Elite certification,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00444,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q052,verified roofing contractors in Canton,verified,trust_verification,medium,trusted contractor checklist,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,verification criteria,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00445,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q053,vetted roofers in Canton,verified,trust_verification,medium,trusted contractor checklist,"Use as trust module, FAQ, review section, credential section, or city-page proof block if substantiated.",organic/local trust,AI trust verification,criteria and citations,E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
M00446,T08,Canton,GA,https://inspector-roofing.com/canton-roofing-company/,live,Q054,professional roofers in Canton,professional,trust_hiring,medium,service pages,Support phrase.,organic/local,AI local answer,"photos, reviews, NAP consistency",E05|E06|E07,"Route through service-intent content, FAQs, and trust proof rather than exact-match pages.",data/best_top_trusted_phrase_bridge.csv,data/best_top_trust_city_association_map.csv,https://github.com/richnass87/inspector-roofing-best-top-trusted-google-study,10.5281/zenodo.20650542
